,Unnamed: 0.1,Price,Product,Producer,Quantity,Type of food,Supermarket,Date
237,230,3.95,  BioCranberry nectar,Anna's Best,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
238,231,11.7,  EssenceFlavored mineral waterOrange,Volvic,4.5,"Coffe, Drinks and Tea",Migros,2023-05-24
239,232,3.7,Apple kiwi syrupWith 30% fruit juices and natural flavoring,Sirup,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
240,233,2.95,Organic Beet juice,Biotta,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
241,234,2.2,NectarCocktail,Sarasay,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
242,235,8.2,  Tonic WaterCarbonated soft drink,Gents,0.8,"Coffe, Drinks and Tea",Migros,2023-05-24
243,236,2.5,SyrupOranges with 30% fruit juice,Sirup,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
244,237,3.95,igros BioAlpine herb syrup,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
245,238,1.5,  O2Sparkling mineral water with natural flavorsLemon,Aproz,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
246,239,4.4,  DemeterOrganic fruit & vegetable juiceBeet-Lemon-Ginger,Biotta,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
247,240,13.5,Drink with orange pulp,Orangina,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
248,241,1.4,  Calm DownVitamin water,Vitamin,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
249,242,1.1,Iced teaMango & pineapple,Ice Tea,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
250,243,6.95,Pomegranate juicePasteurized,Andros,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
251,244,2.4,igros BioJus d'orange-carotte & agave-citron,M,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
252,245,0.95,-Budget  TASTEAIced teaMango,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
253,246,4.1,Fever Tree Ginger Beer,Fever Tree,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
254,247,11.5,Lyre's G&T,Lyre's,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
255,248,1.3,  Simply FreshIced teaPeach,Ice Tea,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
256,249,1.4,  Wake UpVitamin water,Vitamin,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
257,250,0.5,Iced teaLemon,Ice Tea,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
258,251,5.6,Natural mineral waterStill,Valais,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
259,252,2.0,  CalmVitamin waterRhubarb-Raspberry,Focus Water,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
260,253,8.3,Drink with orange pulpZero,Orangina,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
261,254,4.95,Cranberry juiceOrganic,Alnavit,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
262,255,1.5,onster  JuicedEnergy drinkMango loco,M,0.355,"Coffe, Drinks and Tea",Migros,2023-05-24
263,256,3.2,Red berry juice,Anna's Best,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
264,257,2.2,  BIORefreshing drinkLemongrass,Puerto Mate,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
265,258,2.95,Boisson électrolytiqueMandarine,Gatorade,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
266,259,7.8,Carbonated drinks with orange juiceAranciata,San Pellegrino,1.98,"Coffe, Drinks and Tea",Migros,2023-05-24
267,260,2.0,  PushVitamin waterOrange-Lemongrass,Focus Water,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
268,261,1.8,Natural coconut drink,Coconut Water,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
269,262,2.2,  BIORefreshing drinkGrenade,Puerto Mate,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
270,263,7.4,LemonadePeach,Oasis,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
271,264,7.95,Sparkling mineral water with natural flavorsOrange,Aproz,6.0,"Coffe, Drinks and Tea",Migros,2023-05-24
272,265,7.95,Sparkling mineral water with natural flavorsMint & lime,Aproz,6.0,"Coffe, Drinks and Tea",Migros,2023-05-24
273,266,1.55,Vegetable juice,Alnatura,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
274,267,7.8,Carbonated drinks with bitter orange juiceAranciata Amara,San Pellegrino,1.98,"Coffe, Drinks and Tea",Migros,2023-05-24
275,268,1.95,Fever Tree Ginger Beer,Fever Tree,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
276,269,1.95,Fever Tree Mediterranean Tonic,Fever Tree,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
277,270,1.3,Tonic Water Zero,Apéritiv,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
278,271,1.5,Ginger Beer,Apéritiv,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
279,272,1.3,Bitter Lemon,Apéritiv,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
280,273,2.95,Lyre's G&T,Lyre's,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
281,274,1.3,Ginger Ale,Apéritiv,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
282,275,1.6,Ginger Ale,Apéritiv,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
283,276,2.6,Roots & Goods Shot Yellow Express,unknown,0.06,"Coffe, Drinks and Tea",Migros,2023-05-24
284,277,2.2,Roots & Goods Juice Perfect Harmony,unknown,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
285,278,4.1,Fever Tree Indian Tonic Water,Fever Tree,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
286,279,3.95,igros DailyMigros Daily Saft Exotic,M,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
287,280,1.3,Tonic Water,Apéritiv,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
288,281,1.95,Fever Tree Indian Tonic Water,Fever Tree,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
289,282,2.1,Gents Swiss Roots Tonic Water,Gents,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
290,283,1.6,Tonic Water,Apéritiv,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
291,284,2.95,Anna's Best India Mango Lassi,Anna's Best,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
292,285,2.2,Roots & Goods Juice Hot Kiss,unknown,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
293,286,3.95,igros DailyMigros Daily Saft mit Kiwi,M,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
294,287,2.1,Artisan Fiery Ginger Beer,Artisan,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
295,288,2.1,Artisan Pink Citrus Tonic,Artisan,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
296,289,2.1,Artisan Classic London Tonic,Artisan,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
297,290,2.95,Aus der Region Erdbeerennektar,unknown,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
298,291,1.95,Fever Tree Raspberry & Rhabarb.,Fever Tree,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
299,292,2.9,Lassi Mango,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
300,293,2.2,Bio Apfel Ingwer Shot,unknown,0.1,"Coffe, Drinks and Tea",Migros,2023-05-24
301,294,6.4,Energy DrinkThe Apricot Edition,Red Bull,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
302,295,2.3,LevlUp  GalaxyBoisson hydratanteZéro sucre - sans caféine,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
303,296,2.3,LevlUp  Shiny DragonBoisson hydratanteZéro sucre - sans caféine,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
304,297,2.3,Anna's Best Mandarinensaft,Anna's Best,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
305,298,11.7,  EssenceFlavored mineral waterLime-Cassis,Volvic,4.5,"Coffe, Drinks and Tea",Migros,2023-05-24
306,299,1.7,Energy drinkThe Red Edition,Red Bull,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
307,300,5.6,-Classic  Max HavelaarJus d'orangeMax Havelaar,M,4.0,"Coffe, Drinks and Tea",Migros,2023-05-24
308,301,0.45,-ClassicM-Classic Fairtrade Orangensaft,M,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
309,302,2.95,Sarasay Fairtrade Orangensaft,Sarasay,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
310,303,1.45,-ClassicM-Classic Fairtrade Orangensaft,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
311,304,2.65,igros BioMigros Bio Juice Blutorange,M,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
312,305,3.5,igros BioMigros Bio Orangensaft,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
313,306,3.7,SyrupBerries 30% with flavoring,Sirup,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
314,307,13.5,Aus der Region Most ab Presse,unknown,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
315,308,4.8,Aus der Region Moût de Genève,unknown,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
316,309,6.9,Aus der Region Aroniasaft,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
317,310,6.9,Aus der Region Bio Aroniasaft,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
318,311,4.2,Anna's Best Juice Mandarinen,Anna's Best,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
319,312,14.65,Aus der Region Moût du Valais,unknown,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
320,313,5.2,Aus der Region Caline Nektar,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
321,314,29.7,Aus der Region Caline Nektar,unknown,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
322,315,2.9,eli Passionsfrucht Nektar,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
323,316,2.8,Aus der Region Aprikosen Nektar,unknown,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
324,317,2.1,Aus der Region Hanfschorle,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
325,318,2.35,Aus der Region Most ab Presse,unknown,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
326,319,18.9,Bio aus der Region Traubensaft,unknown,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
327,320,4.95,Aus der Region Moût du Valais,unknown,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
328,321,16.2,Aus der Region Birnen Nectar,unknown,1.98,"Coffe, Drinks and Tea",Migros,2023-05-24
329,322,24.6,Aus der Region Aprikosen Nectar,unknown,4.5,"Coffe, Drinks and Tea",Migros,2023-05-24
330,323,2.7,Aprikosen Nektar,unknown,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
331,324,2.1,eli Guave Nektar,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
332,325,16.2,Aus der Region Aprikosen Nectar,unknown,1.98,"Coffe, Drinks and Tea",Migros,2023-05-24
333,326,3.4,Mixed fruit juice,Suc,0.6,"Coffe, Drinks and Tea",Migros,2023-05-24
334,327,12.5,Soft drink,Pepsi,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
335,328,0.95,-Budget  TASTEAIced teaMelon,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
336,329,8.7,Soft drinkMango,Fanta,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
337,330,5.3,Orange and mango juicePressed,Andros,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
338,331,7.95,  FreeLemonade with natural lemon and lime flavours,7up,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
339,332,2.15,Energy drink,Red Bull,0.355,"Coffe, Drinks and Tea",Migros,2023-05-24
340,333,11.7,  EssenceFlavored mineral waterLemon & apple,Volvic,4.5,"Coffe, Drinks and Tea",Migros,2023-05-24
341,334,1.55,Sauerkraut juice,Alnatura,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
342,335,1.95,Volvic Essence Minze-Gurke,Volvic,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
343,336,1.95,Volvic Essence Orange-Holunderblüte,Volvic,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
344,337,7.8,Aus der Region Flauder Yolo,Flauder,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
345,338,1.4,Aproz Bio Orange,Aproz,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
346,339,11.95,Aus der Region Appenzeller Flauder,Appenzeller,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
347,340,11.95,Aus der Region Flauder Holunderb.,Appenzeller,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
348,341,2.1,Aus der Region Flauder Minz,Appenzeller,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
349,342,7.2,Aus der Region Holunder-Traube,Knutwiler,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
350,343,1.95,Adelbodner Holunder & Melisse,Adelbodner,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
351,344,2.5,Volvic Essence Orange-Holunderblüte,Volvic,1.25,"Coffe, Drinks and Tea",Migros,2023-05-24
352,345,1.3,Aus der Region Knutwiler Apfel,Knutwiler,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
353,346,1.4,Aproz Bio Lemon,Aproz,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
354,347,1.4,Aus der Region Appenzeller Flauder,Appenzeller,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
355,348,7.8,Aus der Region Appenzeller Flauder,Appenzeller,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
356,349,1.3,Flauder,Flauder,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
357,350,1.85,Aus der Region Himbeer-Melisse,Knutwiler,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
358,351,1.3,Adelbodner Holunder & Melisse,Adelbodner,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
359,352,2.95,igros DailyMigros Daily Ingwer-Minze,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
360,353,1.95,Volvic Essence Zitrone-Apfel,Volvic,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
361,354,2.5,Volvic Essence Zitrone-Apfel,Volvic,1.25,"Coffe, Drinks and Tea",Migros,2023-05-24
362,355,7.2,Aus der Region Knutwiler Apfel,Knutwiler,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
363,356,1.4,Aus der Region Flauder Yolo,Flauder,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
364,357,1.95,Knutwiler Himbeer ,Knutwiler,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
365,358,11.7,Knutwiler Himbeer ,Knutwiler,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
366,359,1.4,Aproz Bio Mint-Lime,Aproz,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
367,360,2.0,Flauder,Flauder,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
368,361,1.4,Aus der Region Flauder Minz,Appenzeller,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
369,362,7.5,Adelbodner Holunder & Melisse,Adelbodner,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
370,363,11.4,Adelbodner Holunder & Melisse,Adelbodner,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
371,364,1.4,Aproz Bio Holunderblüten,Aproz,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
372,365,2.1,Aus der Region Appenzeller Flauder,Appenzeller,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
373,366,2.1,Aus der Region Flauder Holunderb.,Appenzeller,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
374,367,11.95,Aus der Region Flauder Minz,Appenzeller,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
375,368,7.8,Aus der Region Flauder Minz,Appenzeller,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
376,369,1.3,Aus der Region Holunder-Traube,Knutwiler,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
377,370,1.3,Knutwiler Schnitzwasser,Knutwiler,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
378,371,1.95,Knutwiler Schnitzwasser,Knutwiler,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
379,372,5.3,Bio Mono Raw Coconut Water,unknown,0.47,"Coffe, Drinks and Tea",Migros,2023-05-24
380,373,7.2,Knutwiler Mandarin ,Knutwiler,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
381,374,2.1,Aus der Region Knutwiler Ingwer,Knutwiler,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
382,375,2.1,Aus der Region Knutwiler Pink Grape,Knutwiler,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
383,376,12.6,Aus der Region Knutwiler Pink Grape,Knutwiler,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
384,377,12.6,Aus der Region Knutwiler Ingwer,Knutwiler,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
385,378,6.6,Knutwiler Himbeer-Melisse,Knutwiler,6.0,"Coffe, Drinks and Tea",Migros,2023-05-24
386,379,1.95,Valais Botanical Aprikose,Valais,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
387,380,1.95,Valais Botanical Himbeere,Valais,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
388,381,1.3,Knutwiler Mandarinli ,Knutwiler,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
389,382,1.45,Knutwiler Mandarinli ,Knutwiler,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
390,383,8.4,Knutwiler Mandarinli ,Knutwiler,6.0,"Coffe, Drinks and Tea",Migros,2023-05-24
391,384,11.7,Knutwiler Mandarinli,Knutwiler,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
392,385,1.95,Knutwiler Mandarin ,Knutwiler,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
393,386,2.95,igros DailyMigros Daily Vitaminwater Red,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
394,387,1.3,AdR Knutwiler Schnitzwasser,Knutwiler,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
395,388,1.95,Volvic Essence Cassis,Volvic,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
396,389,1.8,Dash Peach,unknown,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
397,390,1.8,Dash Raspberry,unknown,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
398,391,1.8,Dash Blackcurrent,unknown,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
399,392,1.95,-Classic  FairtradePink grapefruit juice,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
400,393,6.4,Natural mineral waterStill,Valais,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
401,394,4.95,Fruit berry direct juiceWith black carrot,Biotta,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
402,395,2.5,"NOCCODrinks with vitamins, caffeine and amino acidsBlood Orange del Sol",unknown,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
403,396,18.5,Aus der Region Mout de Genève,unknown,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
404,397,6.9,Aus der Region Bio Aroniasaft,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
405,398,24.6,Aus der Region Birnen Nectar,unknown,4.5,"Coffe, Drinks and Tea",Migros,2023-05-24
406,399,3.95,igros BioMigros Bio Multifruchtsaft,M,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
407,400,2.5,Roots & Goods Shot Ginger Bliss,unknown,0.06,"Coffe, Drinks and Tea",Migros,2023-05-24
408,401,0.6,Capri-Sun Safari Fruits,Capri Sun,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
409,402,1.0,-BudgetM-Budget Tropical,M,1.5,"Coffe, Drinks and Tea",Migros,2023-05-24
410,403,4.3,Aus der Region Birnen Nectar,unknown,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
411,404,2.5,Sarasay Pink Grapefruit,Sarasay,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
412,405,2.95,-BudgetM-Budget Pink Grapefruit,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
413,406,6.9,Bio aus der Region Traubensaft,unknown,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
414,407,0.6,Capri-Sun Multivitamin,Capri Sun,0.2,"Coffe, Drinks and Tea",Migros,2023-05-24
415,408,4.3,Aus der Region Aprikosen Nectar,unknown,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
416,409,2.7,Berry Splash Cranberry,unknown,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
417,410,1.6,-ClassicM-Classic Fairtrade Multivitamin,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
418,411,2.05,Aus der Region Birnensaft,unknown,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
419,412,2.8,Aus der Region Birnen Nektar,unknown,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
420,413,2.95,Sarasay Fairtrade Multivitamin,Sarasay,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
421,414,2.55,igros BioMigros Bio Multifruchtsaft,M,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
422,415,3.8,Anna's Best Kalamansi Lassi,Anna's Best,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
423,416,9.5,Roots & Goods Jumbo Ginger Shot,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
424,417,2.3,Andros Ananassaft,Andros,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
425,418,4.9,igros DailyMigros Daily Bio Orangensaft frisch,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
426,419,2.3,igros DailyMigros Daily Orangensaft frisch,M,0.25,"Coffe, Drinks and Tea",Migros,2023-05-24
427,420,7.95,igros DailyBio Migros Daily Orangensaft frisch,M,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
428,421,3.9,igros DailyMigros Daily Orangensaft frisch,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
429,422,3.7,SyrupCherry & Hibiscus,unknown,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
430,423,8.5,igros BioSparkling mineral water and fruit juicesSchorle,M,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
431,424,1.4,Beetroot juice fresh from the field,Alnatura,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
432,425,5.2,Pomegranate juiceOrganic,Alnavit,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
433,426,2.4,Protein drinkBerry,Reloadz,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
434,427,2.4,Protein drinkTropic,Reloadz,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
435,428,2.25, Well  RefreshVitamin waterLimonade,Vitamin,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
436,429,1.95,Iced teaWet peach,Dirtea,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
437,430,2.2,  Bio by RivellaEnergy teaGuayusa,Enertea,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
438,431,5.95,  FreshFruit juiceCarrot Mango Apple,Biotta,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
439,432,13.5,Drink with orange pulpZero,Orangina,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
440,433,4.95,Natural mineral waterLightly sparkling,Badoit,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
441,434,9.3,Carbonated drinkRefresh,Rivella,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
442,435,6.95,Cranberry juice,Andros,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
443,436,2.4,Carbonated energy drinkPeach Vibe - sugar free,Celsius,0.355,"Coffe, Drinks and Tea",Migros,2023-05-24
444,437,1.0,Carbonated soft drinkLime & mint flavor,Aproz,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
445,438,7.95,Sparkling table waterPassion,Tuca,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
446,439,3.95,BioBlood-orange juice,unknown,0.75,"Coffe, Drinks and Tea",Migros,2023-05-24
447,440,1.55,Apple mango juice,Alnatura,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
448,441,10.5,  BioIced teaHappiness tea,Ice Tea,6.0,"Coffe, Drinks and Tea",Migros,2023-05-24
449,442,1.95,aya  MateInfused energy drinkContains caffeine,M,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
450,443,12.9,Bio Tisana alla malva,unknown,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
451,444,9.5,San Benedetto Zitrone,S. Benedetto,9.0,"Coffe, Drinks and Tea",Migros,2023-05-24
452,445,1.5,Aus der Region Eistee Minze-Aronia,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
453,446,0.95,Kult Ice Tea Pfirsich,Ice Tea,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
454,447,12.9,Bio Tisana Nostrana Erbe naturali,unknown,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
455,448,8.1,Aus der Region Ramseier Huus-Tee,Ramseier,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
456,449,1.95,Aus der Region Eistee Minze-Aronia,unknown,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
457,450,3.6,igros DailyMigros Daily Eistee Alpenkräuter,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
458,451,8.7,Aus der Region Ramseier Huus-Tee,Ramseier,4.0,"Coffe, Drinks and Tea",Migros,2023-05-24
459,452,5.95,  FreshFruit juiceCarrot Pineapple Beetroot,Biotta,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
460,453,8.7,LemonadeShokata,Fanta,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
461,454,1.15,Green teaMint,Aproz,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
462,455,3.5,Thé froidCitron,Ice Tea,4.0,"Coffe, Drinks and Tea",Migros,2023-05-24
463,456,0.95,Thé froidCitron - light,Ice Tea,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
464,457,1.95,ojo  Cranberry AppleBoisson de table avec 10% de jus de fruitsGazéifiée,M,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
465,458,5.95,Iced teaPeach,Ice Tea,5.0,"Coffe, Drinks and Tea",Migros,2023-05-24
466,459,1.2,Thé froidPêche,Ice Tea,1.0,"Coffe, Drinks and Tea",Migros,2023-05-24
467,460,0.6,Thé froidPêche,Ice Tea,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
468,461,0.5,Thé froidCitron,Ice Tea,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
469,462,1.95,Bio Phils Früchtetee mit Kräuter,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
470,463,0.5,Kult Ice Tea Light Zitrone,Ice Tea,0.33,"Coffe, Drinks and Tea",Migros,2023-05-24
471,464,1.75,Flauder Bio Iisfee,Flauder,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
472,465,7.5,Aus der Region Ice Tea Kräuter,unknown,3.0,"Coffe, Drinks and Tea",Migros,2023-05-24
473,466,2.3,Bio Tisana alla malva,unknown,0.5,"Coffe, Drinks and Tea",Migros,2023-05-24
